gesl,D,variable,N,val,value
Frauen,46. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1143.70373535156
Frauen,46. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1143.70373535156
Frauen,46. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1143.70373535156
Frauen,47. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1159.72253417969
Frauen,47. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1159.72253417969
Frauen,47. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1159.72253417969
Frauen,47. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1159.72253417969
Frauen,47. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1159.72253417969
Frauen,48. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1175.37121582031
Frauen,48. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1175.37121582031
Frauen,48. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1175.37121582031
Frauen,48. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1175.37121582031
Frauen,48. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1175.37121582031
Frauen,49. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1191.78820800781
Frauen,49. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1191.78820800781
Frauen,49. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1191.78820800781
Frauen,49. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1191.78820800781
Frauen,49. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1191.78820800781
Frauen,50. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1207.2646484375
Frauen,50. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1207.2646484375
Frauen,50. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1207.2646484375
Frauen,50. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1207.2646484375
Frauen,50. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1207.2646484375
Frauen,51. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1223.07580566406
Frauen,51. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1223.07580566406
Frauen,51. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1223.07580566406
Frauen,51. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1223.07580566406
Frauen,51. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1223.07580566406
Frauen,52. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1238.8671875
Frauen,52. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1238.8671875
Frauen,52. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1238.8671875
Frauen,52. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1238.8671875
Frauen,52. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1238.8671875
Frauen,53. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1255.34753417969
Frauen,53. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1255.34753417969
Frauen,53. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1255.34753417969
Frauen,53. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1255.34753417969
Frauen,53. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1255.34753417969
Frauen,54. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1271.70324707031
Frauen,54. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1271.70324707031
Frauen,54. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1271.70324707031
Frauen,54. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1271.70324707031
Frauen,54. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1271.70324707031
Frauen,55. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1288.26110839844
Frauen,55. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1288.26110839844
Frauen,55. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1288.26110839844
Frauen,55. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1288.26110839844
Frauen,55. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1288.26110839844
Frauen,56. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1304.64978027344
Frauen,56. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1304.64978027344
Frauen,56. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1304.64978027344
Frauen,56. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1304.64978027344
Frauen,56. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1304.64978027344
Frauen,57. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1321.99328613281
Frauen,57. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1321.99328613281
Frauen,57. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1321.99328613281
Frauen,57. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1321.99328613281
Frauen,57. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1321.99328613281
Frauen,58. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1338.97692871094
Frauen,58. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1338.97692871094
Frauen,58. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1338.97692871094
Frauen,58. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1338.97692871094
Frauen,58. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1338.97692871094
Frauen,59. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1355.638671875
Frauen,59. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1355.638671875
Frauen,59. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1355.638671875
Frauen,59. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1355.638671875
Frauen,59. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1355.638671875
Frauen,60. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1373.39294433594
Frauen,60. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1373.39294433594
Frauen,60. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1373.39294433594
Frauen,60. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1373.39294433594
Frauen,60. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1373.39294433594
Frauen,61. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1390.64343261719
Frauen,61. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1390.64343261719
Frauen,61. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1390.64343261719
Frauen,61. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1390.64343261719
Frauen,61. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1390.64343261719
Frauen,62. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1408.82421875
Frauen,62. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1408.82421875
Frauen,62. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1408.82421875
Frauen,62. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1408.82421875
Frauen,62. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1408.82421875
Frauen,63. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1426.48352050781
Frauen,63. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1426.48352050781
Frauen,63. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1426.48352050781
Frauen,63. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1426.48352050781
Frauen,63. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1426.48352050781
Frauen,64. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1444.47937011719
Frauen,64. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1444.47937011719
Frauen,64. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1444.47937011719
Frauen,64. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1444.47937011719
Frauen,64. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1444.47937011719
Frauen,65. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1462.63732910156
Frauen,65. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1462.63732910156
Frauen,65. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1462.63732910156
Frauen,65. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1462.63732910156
Frauen,65. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1462.63732910156
Frauen,66. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1481.66796875
Frauen,66. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1481.66796875
Frauen,66. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1481.66796875
Frauen,66. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1481.66796875
Frauen,66. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1481.66796875
Frauen,67. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1501.03649902344
Frauen,67. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1501.03649902344
Frauen,67. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1501.03649902344
Frauen,67. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1501.03649902344
Frauen,67. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1501.03649902344
Frauen,68. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1520.88488769531
Frauen,68. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1520.88488769531
Frauen,68. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1520.88488769531
Frauen,68. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1520.88488769531
Frauen,68. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1520.88488769531
Frauen,69. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1540.806640625
Frauen,69. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1540.806640625
Frauen,69. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1540.806640625
Frauen,69. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1540.806640625
Frauen,69. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1540.806640625
Frauen,70. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1560.9501953125
Frauen,70. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1560.9501953125
Frauen,70. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1560.9501953125
Frauen,70. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1560.9501953125
Frauen,70. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1560.9501953125
Frauen,71. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1582.14831542969
Frauen,71. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1582.14831542969
Frauen,71. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1582.14831542969
Frauen,71. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1582.14831542969
Frauen,71. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1582.14831542969
Frauen,72. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1604.22387695313
Frauen,72. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1604.22387695313
Frauen,72. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1604.22387695313
Frauen,72. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1604.22387695313
Frauen,72. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1604.22387695313
Frauen,73. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1626.09765625
Frauen,73. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1626.09765625
Frauen,73. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1626.09765625
Frauen,73. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1626.09765625
Frauen,73. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1626.09765625
Frauen,74. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1647.99096679688
Frauen,74. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1647.99096679688
Frauen,74. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1647.99096679688
Frauen,74. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1647.99096679688
Frauen,74. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1647.99096679688
Frauen,75. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1671.72204589844
Frauen,75. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1671.72204589844
Frauen,75. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1671.72204589844
Frauen,75. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1671.72204589844
Frauen,75. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1671.72204589844
Frauen,76. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1694.68041992188
Frauen,76. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1694.68041992188
Frauen,76. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1694.68041992188
Frauen,76. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1694.68041992188
Frauen,76. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1694.68041992188
Frauen,77. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1719.68090820313
Frauen,77. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1719.68090820313
Frauen,77. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1719.68090820313
Frauen,77. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1719.68090820313
Frauen,77. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1719.68090820313
Frauen,78. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1745.40368652344
Frauen,78. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1745.40368652344
Frauen,78. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1745.40368652344
Frauen,78. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1745.40368652344
Frauen,78. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1745.40368652344
Frauen,79. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1772.59191894531
Frauen,79. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1772.59191894531
Frauen,79. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1772.59191894531
Frauen,79. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1772.59191894531
Frauen,79. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1772.59191894531
Frauen,80. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1799.80944824219
Frauen,80. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1799.80944824219
Frauen,80. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1799.80944824219
Frauen,80. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1799.80944824219
Frauen,80. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1799.80944824219
Frauen,81. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1828.36047363281
Frauen,81. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1828.36047363281
Frauen,81. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1828.36047363281
Frauen,81. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1828.36047363281
Frauen,81. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1828.36047363281
Frauen,82. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1859.17358398438
Frauen,82. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1859.17358398438
Frauen,82. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1859.17358398438
Frauen,82. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1859.17358398438
Frauen,82. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1859.17358398438
Frauen,83. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1892.017578125
Frauen,83. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1892.017578125
Frauen,83. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1892.017578125
Frauen,83. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1892.017578125
Frauen,83. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1892.017578125
Frauen,84. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,1925.49963378906
Frauen,84. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,1925.49963378906
Frauen,84. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,1925.49963378906
Frauen,84. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,1925.49963378906
Frauen,84. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,1925.49963378906
Frauen,85. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1960.09936523438
Frauen,85. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1960.09936523438
Frauen,85. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1960.09936523438
Frauen,85. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1960.09936523438
Frauen,85. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1960.09936523438
Frauen,86. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,1997.24975585938
Frauen,86. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,1997.24975585938
Frauen,86. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,1997.24975585938
Frauen,86. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,1997.24975585938
Frauen,86. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,1997.24975585938
Frauen,87. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,2036.31640625
Frauen,87. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,2036.31640625
Frauen,87. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,2036.31640625
Frauen,87. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,2036.31640625
Frauen,87. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,2036.31640625
Frauen,88. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2078.16235351563
Frauen,88. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2078.16235351563
Frauen,88. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2078.16235351563
Frauen,88. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2078.16235351563
Frauen,88. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2078.16235351563
Frauen,89. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2122.2109375
Frauen,89. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2122.2109375
Frauen,89. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2122.2109375
Frauen,89. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2122.2109375
Frauen,89. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2122.2109375
Frauen,90. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,2170.525390625
Frauen,90. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,2170.525390625
Frauen,90. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,2170.525390625
Frauen,90. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,2170.525390625
Frauen,90. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,2170.525390625
Frauen,91. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2219.99951171875
Frauen,91. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2219.99951171875
Frauen,91. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2219.99951171875
Frauen,91. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2219.99951171875
Frauen,91. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2219.99951171875
Frauen,92. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,2272.93676757813
Frauen,92. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,2272.93676757813
Frauen,92. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,2272.93676757813
Frauen,92. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,2272.93676757813
Frauen,92. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,2272.93676757813
Frauen,93. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2329.49047851563
Frauen,93. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2329.49047851563
Frauen,93. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2329.49047851563
Frauen,93. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2329.49047851563
Frauen,93. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2329.49047851563
Frauen,94. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2392.84301757813
Frauen,94. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2392.84301757813
Frauen,94. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2392.84301757813
Frauen,94. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2392.84301757813
Frauen,94. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2392.84301757813
Frauen,95. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,2458.33251953125
Frauen,95. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,2458.33251953125
Frauen,95. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,2458.33251953125
Frauen,95. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,2458.33251953125
Frauen,95. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,2458.33251953125
Frauen,96. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2532.06494140625
Frauen,96. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2532.06494140625
Frauen,96. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2532.06494140625
Frauen,96. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2532.06494140625
Frauen,96. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2532.06494140625
Frauen,97. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2618.71264648438
Frauen,97. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2618.71264648438
Frauen,97. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2618.71264648438
Frauen,97. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2618.71264648438
Frauen,97. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2618.71264648438
Frauen,98. Dezil,"Szenario 1
(Kindererziehung)",2370,Status quo,2713.35815429688
Frauen,98. Dezil,"Szenario 2
(Arbeitslosigkeit)",2370,Status quo,2713.35815429688
Frauen,98. Dezil,"Szenario 3
(GPG/Männer)",2370,Status quo,2713.35815429688
Frauen,98. Dezil,"Szenario 4
(GPG/Frau)",2370,Status quo,2713.35815429688
Frauen,98. Dezil,"Szenario 5
(Beste 15 Jahre)",2370,Status quo,2713.35815429688
Frauen,99. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,2837.09130859375
Frauen,99. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,2837.09130859375
Frauen,99. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,2837.09130859375
Frauen,99. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,2837.09130859375
Frauen,99. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,2837.09130859375
Frauen,100. Dezil,"Szenario 1
(Kindererziehung)",2371,Status quo,3013.82006835938
Frauen,100. Dezil,"Szenario 2
(Arbeitslosigkeit)",2371,Status quo,3013.82006835938
Frauen,100. Dezil,"Szenario 3
(GPG/Männer)",2371,Status quo,3013.82006835938
Frauen,100. Dezil,"Szenario 4
(GPG/Frau)",2371,Status quo,3013.82006835938
Frauen,100. Dezil,"Szenario 5
(Beste 15 Jahre)",2371,Status quo,3013.82006835938
Männer,1. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,4.72806978225708
Männer,1. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,4.72806978225708
Männer,1. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,4.72806978225708
Männer,1. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,4.72806978225708
Männer,1. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,4.72806978225708
Männer,2. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,419.708801269531
Männer,2. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,419.708801269531
Männer,2. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,419.708801269531
Männer,2. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,419.708801269531
Männer,2. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,419.708801269531
Männer,3. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,553.399780273438
Männer,3. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,553.399780273438
Männer,3. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,553.399780273438
Männer,3. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,553.399780273438
Männer,3. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,553.399780273438
Männer,4. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,654.544067382813
Männer,4. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,654.544067382813
Männer,4. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,654.544067382813
Männer,4. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,654.544067382813
Männer,4. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,654.544067382813
Männer,5. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,743.375610351563
Männer,5. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,743.375610351563
Männer,5. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,743.375610351563
Männer,5. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,743.375610351563
